Chr Start End Gene
8 130689 130768 MIR1234
8 130880 130948 MIR6849
8 159377 164883 TONSL
8 9908 13471 C8orf33
9 48900 272351 CNTNAP3
9 107734 132705 LINC02843
9 232109 232178 MIR4289
9 44936 128426 IARS1
9 127187 127276 MIR3651
9 127190 127322 SNORA84
9 217997 239428 OGN
9 247109 259200 OMD
9 290934 317233 ASPN
9 362711 362785 MIR4670
9 447910 477543 IPPK
9 452777 455260 LOC100128361
9 76358 101295 ABO
9 143832 144566 LCN1
9 154870 162282 SURF6
9 164406 174225 MED22
9 174312 177520 RPL7A
9 175490 175564 SNORD24
9 176188 176258 SNORD36B
9 176550 176621 SNORD36A
9 176940 177007 SNORD36C
9 177852 182581 SURF1
9 182644 187252 SURF2
9 202460 232190 STKLD1
10 64974 88981 LINC00999
10 4550 19892 LOC102724593
10 45021 60864 GPRIN2
10 213604 218073 FAM25C
10 72018 116354 LINC01515
10 226409 226467 SNORD172
10 242148 263241 DUSP29
10 292 34048 ATAD1
10 74981 79357 KLLN
10 79449 187719 PTEN
10 31949 56139 PNLIPRP2
10 81051 83734 HSPA12A-AS1
10 82188 153562 HSPA12A
11 46620 52504 LINC02688
11 71614 108092 MUC2
11 155427 198622 MUC5AC
11 43974 44973 TOLLIP-DT
11 312717 339160 KRTAP5-AS1
11 324318 325259 KRTAP5-1
11 337153 338270 KRTAP5-2
11 347541 348439 KRTAP5-3
11 360934 362114 KRTAP5-4
11 369751 370906 KRTAP5-5
11 405575 407832 FAM99A
11 423246 425605 FAM99B
11 427606 434716 LINC02708
11 29484 32181 TNNI2
11 43587 82766 LSP1
11 49967 50039 MIR4298
11 70548 70650 MIR7847
11 116668 128270 LINC01150
11 141853 141998 SNORD131
11 175731 182442 MRPL23-AS1
11 183618 185991 LINC01219
11 187698 193988 H19
11 189281 189353 MIR675
11 1 1856 OR51L1
11 42846 43781 OR52J3
11 54970 55947 OR52E2
11 65892 66818 OR52E1
11 16842 17810 OR5P2
11 55808 61828 OR5P3
11 81745 136949 LOC283299
11 155586 162262 OR10A6
11 168165 172702 OR10A3
11 188531 196441 NLRP10
11 15090 18793 SAA1
11 139239 139312 MIR3159
11 146015 159877 LDHA
11 163770 166753 LDHC
11 1 1287 PTPMT1
11 23 6796 KBTBD4
11 6900 12388 NDUFS3
11 14477 17020 FAM180B
11 91958 147736 AGBL2
11 210485 272955 NUP160
11 23101 24163 OR4C12
11 74500 75420 OR4C45
11 19734 25971 OR8J2
11 42031 45004 OR5T2
11 63003 63971 OR5T3
11 84903 87568 OR5T1
11 99211 103003 OR8H1
11 125893 131388 OR8K3
11 156788 157747 OR8K1
11 165040 172260 OR8J1
11 186373 187302 OR8U1
11 223445 224434 OR5AL1
11 228009 228983 OR8U3
11 273220 274152 OR5M9
11 280025 284103 OR5M3
11 301186 302121 OR5M8
11 53688 59998 OOSP4A
11 106836 120750 OOSP4B
11 130064 137702 OOSP2
11 39776 39891 MIR548K
11 80629 83075 LOC105369373
11 118465 159750 CTTN-DT
11 160898 161792 RAB38
11 123862 157427 FAT3
11 182419 197593 CASP12
11 241999 255831 CASP4
11 382 2887 FOXR1
11 18401 19602 CENATAC-DT
11 19738 37393 CENATAC
11 37317 39943 RPS25
11 45712 52476 SLC37A4
11 65787 67092 HYOU1-AS1
11 106480 106757 HMBS
12 38589 100408 ERC1
12 2459 2524 MIR3649
12 271346 278720 LINC00940
12 283735 346601 DCP1B
12 390496 391607 CACNA1C-IT2
12 562681 565625 CACNA1C-AS4
12 617892 636861 CACNA1C-IT3
12 1016616 1020336 CACNA1C-AS2
12 1024117 1039273 CACNA1C-AS1
12 8674 20131 C1R
12 22240 36900 C1RL
12 35994 49537 C1RL-AS1
12 18859 68693 BCL2L14
12 80950 81034 MIR1244-4
12 295054 319240 MANSC1
12 324406 326065 LOH12CR2
12 375 17398 ESPL1
12 19302 23210 PFDN5
12 23454 30927 MYG1
12 31210 45360 AAAS
12 32306 48880 ORAI1
12 54513 60204 MORN3
12 1356 4310 BCL7A
12 5556 10826 LINC02985
12 21022 86533 MLXIP
12 6602 6921 LINC02405
12 51486 59497 NOC4L
12 93764 96724 LINC02361
12 103401 235949 GALNT9
12 181751 187260 GALNT9-AS1
12 236210 237935 LOC101928416
13 76210 170143 BAGE5
13 193957 230676 FAM230C
13 38786 43630 LINC00411
13 112365 148515 NALCN-AS1
13 25478 116873 MYO16
13 1 9021 ATP4B
13 18042 39335 GRK1
13 50110 52688 LINC00552
13 165405 168870 RASA3-IT1
14 6452 32935 OR4N2
14 70879 71855 OR4K3
14 77824 86614 OR4K2
14 123289 124260 OR4K5
14 178273 179247 OR4K15
14 204845 205786 OR4Q2
14 216824 221988 OR4K14
14 232080 238719 OR4K13
14 262726 263664 OR4L1
14 313420 324880 OR4K17
14 341501 348152 OR4N5
14 393577 403756 OR11G2
14 426391 427383 OR11H6
14 431662 433430 OR11H7
14 441967 447030 OR11H4
14 488908 508632 TTC5
14 514051 535960 CCNB1IP1
14 525860 526007 SNORA79B
14 529122 529220 SNORD126
14 545752 546092 RPPH1
14 649082 657493 OSGEP
14 657907 660448 APEX1
14 672087 679770 PNP
14 706914 716565 RNASE10
14 239710 256091 DHRS4-AS1
14 270855 312739 DHRS4L2
14 371927 379065 CPNE6
14 415755 426220 DCAF11
14 431637 433825 FITM1
14 437172 439940 PSME1
14 444467 444543 MIR7703
14 447853 461633 RNF31
14 462243 467543 IRF9
14 481197 489794 IPO4
14 490127 496419 TM9SF1
14 510593 514466 CHMP4A
14 514921 533345 NEDD8-MDP1
14 514921 517044 MDP1
14 517835 533345 NEDD8
14 533600 540220 GMPR2
14 550092 564155 TGM1
14 566516 572605 RABGGTA
14 591576 600758 DHRS1
14 611118 613016 LTB4R2
14 612480 619014 LTB4R
14 619337 636049 ADCY4
14 637003 640969 RIPK3
14 667889 680582 NFATC4
14 124773 198857 LINC00871
14 20168 64017 SGPP1
15 5441 233614 OCA2
15 481280 491499 GOLGA6L24
15 588310 588403 MIR4509-2
15 652763 652856 MIR4509-3
15 715573 725784 GOLGA6L25
15 1428056 1432889 NSMCE3
15 1846575 1850803 LCIIAR
15 2368472 2386976 LINC02249
15 2533056 2566055 CHRFAM7A
15 2572963 2586596 GOLGA8Q
15 2724495 2738200 GOLGA8R
15 2763684 2798273 ARHGAP11B-DT
15 2776519 2790241 GOLGA8H
15 2798623 2822311 ARHGAP11B
15 3238350 3238459 MIR211
15 3389370 3398344 LINC02352
15 3396104 3404193 LINC03034
15 3500207 3609057 KLF13
15 3648775 4043360 OTUD7A
15 4588887 4632737 LINC02256
15 4638225 4666874 ARHGAP11A-DT
15 4645589 4659366 GOLGA8N
15 4667272 4692073 ARHGAP11A
15 4667604 4749241 ARHGAP11A-SCG5
15 4693842 4749235 SCG5
15 4717826 4725195 SCG5-AS1
15 4770146 4797252 GREM1
15 4770243 4771007 GREM1-AS1
15 4817689 4993239 FMN1
15 990 4420 LOC100507412
15 773566 783509 GOLGA6L6
15 1077670 1077744 MIR3118-2
15 1185174 1185255 MIR5701-1
15 1185359 1238261 LINC01193
15 1224002 1324236 OR4M2-OT1
15 1309120 1310203 OR4M2
15 1323146 1324485 OR4N4
15 1453546 1453597 MIR1268A
15 1995618 1995692 MIR3118-3
15 2103120 2103201 MIR5701-2
15 2141939 2229684 LINC02203
15 2227072 2228155 OR4M2B
15 2241003 2242127 OR4N4C
15 2840443 2886999 FAM30C
15 2949970 2950051 MIR5701-3
15 3023460 3054807 POTEB
15 3057312 3057381 MIR3118-4
15 3652102 3672775 LOC283683
15 3680257 3723836 NIPA1
15 3761127 3874986 CYFIP1
15 4021809 4031548 GOLGA6L1
15 4092584 4092677 MIR4509-1
15 4303955 4317696 GOLGA8S
15 4384456 4393436 GOLGA6L2
15 4509534 4509603 MIR4508
15 4513146 4515516 MKRN3
15 4591013 4595331 MAGEL2
15 4633210 4635115 NDN
15 4922979 4980836 PWRN4
15 5112475 5117648 PWRN2
15 5388866 5395706 PWRN3
15 70634 84357 GOLGA8J
15 122720 136427 GOLGA8K
15 1878743 1902434 ARHGAP11B
15 1902784 1934903 ARHGAP11B-DT
15 1910812 1922031 GOLGA8H
15 2055117 2098953 LINC02256
15 2104452 2133106 ARHGAP11A-DT
15 2111786 2125585 GOLGA8N
15 2133504 2158306 ARHGAP11A
15 2133835 2215515 ARHGAP11A-SCG5
15 2160074 2215509 SCG5
15 2184095 2191465 SCG5-AS1
15 2236418 2263520 GREM1
15 2236515 2237279 GREM1-AS1
15 2283958 2352906 FMN1
15 3625 76798 SLC12A6
15 80460 81877 NOP10
15 1135 4296 ISLR
15 167031 196915 CYP11A1
15 208351 224025 LINC02255
15 240626 240701 MIR6881
15 290534 310561 UBL7-DT
15 914489 917847 LOC103171574
15 1062495 1072027 LINC00933
15 1091280 1108258 LOC105370947
15 1131131 1146129 WDR73
15 61022 62492 FAM138E
15 66596 66733 MIR1302-10
15 79661 79728 MIR6859-3
16 4377 9347 MSRB1
16 25686 28123 NDUFB10
16 28206 30974 RPS2
16 28482 28614 SNORA10
16 29121 29254 SNORA64
16 31144 31652 SNHG9
16 31332 31458 SNORA78
16 38201 49077 TBL3
16 45065 47617 NOXO1
16 50341 53897 GFER
16 56118 60423 SYNGR3
16 63802 75965 ZNF598
16 85929 86899 NPW
16 419 1184 PRSS21
16 51743 53599 LOC101929566
16 135765 139993 LOC102723692
16 2486 4307 LDAF1
16 21141 38201 ZP2
16 57390 77541 ANKS4B
16 82212 126754 CRYM
16 124540 142270 CRYM-AS1
16 254762 257214 LOC100190986
16 328514 328600 MIR3680-2
16 568502 601442 NPIPB5
16 726859 730152 CDR2-DT
16 816312 898761 EEF2K
16 1012807 1019243 LOC105371129
16 1020384 1096927 MOSMO
16 1121378 1151678 UQCRC2
16 1247282 1270193 NPIPB4
16 1452220 1465278 IGSF6
16 1505432 1515119 LOC101927814
16 1598678 1598764 MIR3680-1
16 1676765 1702743 NPIPB11
16 1695024 1703918 LOC100505915
16 1776754 1779741 LINC02890
16 1423 76918 TNRC6A
16 1 93427 HYDIN
16 226200 257930 CALB2
16 1 2424 ZFP1
16 34306 40146 CTRB2
16 52011 55136 CTRB1
16 56599 58419 LOC100506281
16 58397 78373 BCAR1
16 14687 55124 CMC2
16 84081 95589 ATMIN
16 149114 268655 PKD1L2
16 286950 333895 BCO1
17 1898 11386 LOC105371430
17 7688 12029 LIAT1
17 37341 50411 RFLNB
17 1354 7306 CTDNEP1
17 15231 18541 CLDN7
17 37046 43585 SLC2A4
17 71026 73725 GPS2
17 73993 87700 NEURL4
17 110527 113309 KCTD11
17 10184 24588 TMEM256-PLSCR3
17 10184 14982 PLSCR3
17 23432 24554 TMEM256
17 40781 42089 SPEM1
17 49314 53277 SPEM3
17 55892 58136 TMEM102
17 58755 65394 FGF11
17 65518 78167 CHRNB1
17 104823 135071 POLR2A
17 951 5249 LLGL1
17 75667 88430 SMCR8
17 101188 101260 MIR6778
17 181138 184367 LINC02076
17 169916 174664 MIR4733HG
17 173524 173599 MIR4733
17 174101 456540 NF1
17 373809 376401 OMG
17 382932 393208 EVI2B
17 395564 400783 EVI2A
17 470537 512985 RAB11FIP4
17 4301 5033 KRTAP2-2
17 9043 9917 KRTAP2-3
17 14919 15682 KRTAP2-4
17 33953 34947 KRTAP4-7
17 46784 47945 KRTAP4-8
17 51305 52012 KRTAP4-16
17 55192 56291 KRTAP4-9
17 66976 68168 KRTAP4-11
17 72881 73972 KRTAP4-12
17 89227 90338 KRTAP4-6
17 99081 99982 KRTAP4-5
17 109797 110896 KRTAP4-4
17 117376 118471 KRTAP4-3
17 127696 128471 KRTAP4-2
17 134345 135096 KRTAP4-1
17 140070 140849 KRTAP9-1
17 176842 177834 KRTAP9-2
17 182628 183633 KRTAP9-3
17 199814 200780 KRTAP9-4
17 205514 206509 KRTAP9-9
17 241706 242731 KRTAP29-1
17 247588 249197 KRTAP16-1
17 254816 255614 KRTAP17-1
17 303402 309717 KRT33B
17 333625 337512 KRT31
17 342320 352492 LOC100505782
17 360451 364489 KRT37
17 98356 101525 LINC01982
17 161127 170657 CD300LD-AS1
17 33071 58783 TBC1D16
17 59553 125319 CCDC40
17 123534 123583 MIR1268B
17 159075 171834 EIF4A3
17 233982 234878 SGSH
17 1 633 RENO1
17 30076 40020 LINC03048
17 55354 55416 MIR4740
17 107309 107393 MIR3186
17 136730 137671 LINC01971
17 166176 169004 ACTG1
17 184582 185563 FSCN2
17 46985 48543 PPP1R27
18 24920 29236 CTAGE1
18 58298 127169 SLC14A2-AS1
18 155651 155719 MIR4743
19 704 4760 GARRE1
19 69408 91188 PDCD2L
19 1335 1925 NRTN
19 16467 30706 FUT3
19 21050 31823 LOC101928844
19 39407 44105 FUT5
19 64798 77359 NDUFA11
19 78441 84422 VMAC
19 87823 89211 CAPS
19 67320 78262 MBD3L1
19 83787 315519 MUC16
19 46357 54759 MIR23AHG
19 48128 48200 MIR24-2
19 48281 48358 MIR27A
19 48428 48500 MIR23A
19 73877 92598 NANOS3
19 86540 86649 MIR181C
19 86716 86852 MIR181D
19 164350 173290 DCAF15
19 239989 243392 RLN3
19 243603 265059 IL27RA
19 284627 286903 MISP3
19 285202 285320 MIR1199
19 303847 329921 PRKACA
19 324483 324635 SMIM46
19 331671 348748 ASF1B
19 349311 383423 ADGRL1-AS1
19 1476 27589 MAP4K1
19 5983 11330 MAP4K1-AS1
19 28824 46590 EIF3K
19 180608 183157 LGALS7
19 198889 201436 LGALS7B
19 225094 241466 ECH1
19 324938 340435 SARS2
19 340616 342840 MRPS12
19 351073 385414 FBXO17
19 23838 25633 IFNL3
19 26697 29238 IFNL4
19 48778 50570 IFNL2
19 76789 79055 IFNL1
19 108741 116425 GMFG
19 122803 137509 SAMD4B
19 36329 46167 LEUTX
19 89592 89678 MIR6719
19 246308 256907 PSMC4
19 272203 296181 ZNF546
19 26066 38262 KIR3DL3
19 40142 54670 KIR2DL3
19 71055 72697 LOC101928804
19 71426 85955 KIR2DL1
19 105242 116152 KIR2DL4
19 118073 132434 KIR3DL1
19 134363 150018 KIR2DS4
19 151886 160579 KIR3DL2
19 26066 38253 KIR3DL3
19 40134 54693 KIR2DL3
19 71063 72705 LOC101928804
19 71434 85962 KIR2DL1
19 105253 116160 KIR2DL4
19 118081 132421 KIR3DL1
19 134350 150218 KIR2DS4
19 26075 38226 KIR3DL3
19 40107 54661 KIR2DL3
19 71032 72674 LOC101928804
19 71403 85930 KIR2DL1
19 105206 116154 KIR2DL4
19 118075 132416 KIR3DL1
19 134345 150212 KIR2DS4
19 152076 168078 KIR3DL2
19 26066 38222 KIR3DL3
19 40101 54630 KIR2DL3
19 71000 72642 LOC101928804
19 71371 85919 KIR2DL1
19 118062 132774 LOC112268355
19 146083 160488 KIR2DS3
19 177707 192243 LOC112267881
19 223482 238182 KIR3DS1
19 251523 266543 KIR2DS5
19 268510 282524 KIR2DS1
19 284847 290344 KIR3DL2
19 26066 38255 KIR3DL3
19 40134 54660 KIR2DL3
19 71032 72674 LOC101928804
19 71403 85932 KIR2DL1
19 105227 116143 KIR2DL4
19 163160 177174 KIR2DS1
19 235221 239170 NCR1
19 26072 38219 KIR3DL3
19 40101 54648 KIR2DL3
19 71019 72661 LOC101928804
19 71390 85917 KIR2DL1
19 105193 116143 KIR2DL4
19 118064 132407 KIR3DL1
19 134336 150226 KIR2DS4
19 152093 157552 KIR3DL2
19 26066 38242 KIR3DL3
19 70834 72477 LOC101928804
19 71206 85742 KIR2DL1
19 105016 115966 KIR2DL4
19 117888 132231 KIR3DL1
19 134160 149171 KIR2DS4
19 26072 38220 KIR3DL3
19 40099 54619 KIR2DL3
19 70989 72631 LOC101928804
19 71360 85890 KIR2DL1
19 105168 116116 KIR2DL4
19 118037 132378 KIR3DL1
19 134307 150174 KIR2DS4
19 152038 160747 KIR3DL2
19 26072 38219 KIR3DL3
19 40100 54640 KIR2DL3
19 71010 72652 LOC101928804
19 87763 89622 KIR3DL2
19 26066 38255 KIR3DL3
19 40135 54659 KIR2DL3
19 71029 72671 LOC101928804
19 71400 85929 KIR2DL1
19 105206 116154 KIR2DL4
19 118075 132416 KIR3DL1
19 134345 150212 KIR2DS4
19 152076 160788 KIR3DL2
19 58738 116311 KIR2DL2
19 101404 103046 LOC101928804
19 135594 146510 KIR2DL4
19 176470 190874 LOC102725023
19 193306 207320 KIR2DS1
19 209643 218355 KIR3DL2
19 26072 38245 KIR3DL3
19 40118 54642 KIR2DL3
19 71023 72665 LOC101928804
19 26066 38252 KIR3DL3
19 40133 54681 KIR2DL3
19 71052 72694 LOC101928804
19 105168 116118 KIR2DL4
19 118040 132383 KIR3DL1
19 134312 150202 KIR2DS4
19 26072 38244 KIR3DL3
19 91600 102507 KIR2DL4
19 104428 118768 KIR3DL1
19 120697 136565 KIR2DS4
19 138433 143904 KIR3DL2
19 1889 5838 NCR1
19 63900 77914 KIR2DS1
19 124734 139068 KIR2DS2
19 140917 153094 KIR3DL3
20 1699 30131 NDUFAF5
20 209125 248432 MACROD2
20 10640 89050 MROH8
20 160588 171316 GHRH
20 199157 226762 MANBAL
21 261163 284267 LOC102723360
21 435487 435578 MIR6724-3
21 436160 449468 RNA45SN3
21 439791 441659 RNA18SN3
21 442731 442887 RNA5-8SN3
21 444051 449105 RNA28SN3
21 479655 479746 MIR6724-4
21 480347 493697 RNA45SN1
21 483449 483499 MIR10396B
21 484001 485869 RNA18SN1
21 486947 487103 RNA5-8SN1
21 488271 493336 RNA28SN1
21 95118 110083 RWDD2B
21 147060 164382 CCT8
21 167848 269778 MAP3K7CL
21 287385 288152 LINC00189
21 3435 65389 PCP4
21 352006 352085 MIR4760
21 522737 525012 DSCAM-AS1
21 758161 770421 DSCAM-IT1
21 21041 23597 BNAT1
21 22400 130946 COL18A1
21 24621 27300 COL18A1-AS2
21 36951 42305 COL18A1-AS1
21 95501 95561 MIR6815
22 477 5733 NDUFA6
22 5894 40311 NDUFA6-DT
22 62817 118147 TCF20
22 62196 117515 TCF20
22 16781 18938 NDUFA6-DT
22 20088 24399 CYP2D6
22 81021 136334 TCF20
22 8758 10915 NDUFA6-DT
22 12065 16376 CYP2D6
22 59299 114612 TCF20
22 934 3090 NDUFA6-DT
22 4240 8551 CYP2D6
22 51431 106747 TCF20
22 8917 69331 SHANK3
22 71948 74289 LOC105373100
22 74324 81453 ACR
X 52282 56978 TIMM17B
X 62018 70793 SLC35A2
X 120215 130679 KCND1
X 132558 161099 GRIPAP1
X 212407 228809 CCDC120
X 230112 232953 PRAF2
X 233393 260129 WDR45
X 321616 327725 MAGIX
X 24475 28824 CCNB3
X 33591 37571 TCEAL6
X 48802 51067 BEX5
X 5164 16410 STEEP1
X 25564 35424 UBE2A
X 66726 126670 SEPTIN6
X 97740 97850 MIR766
X 4169 21227 MCTS1
X 25742 30122 C1GALT1C1
X 272669 275942 CT47B1
X 277566 280884 CT47A11
X 282426 285748 CT47A5
X 287286 290608 CT47A4
X 292146 295468 CT47A3
X 297006 300328 CT47A2
X 301876 305160 CT47A1
X 367013 369497 GLUD2
X 5667 5828 SPANXN2
X 169154 170343 UBE2NL
X 7337 7417 MIR105-1
X 8539 8647 MIR767
X 9530 9610 MIR105-2
X 323392 329684 CSAG3
X 329721 333742 MAGEA2
X 345939 349852 MAGEA12
X 365033 369054 MAGEA2B
X 442184 445947 CETN2
Y 197162 202114 TTTY20
Y 216862 222464 FAM197Y8
Y 237139 242744 FAM197Y7
Y 257438 263036 FAM197Y6
Y 358880 364475 FAM197Y9
Y 683513 689110 FAM197Y5
Y 703796 709384 FAM197Y4
Y 724048 729635 FAM197Y3
Y 744328 750017 FAM197Y2
Y 4659 15725 TTTY13
1 101110 108201 TNFRSF14-AS1
1 117725 135724 LOC100996583
1 141829 184203 MMEL1
1 179946 187405 MMEL1-AS1
1 187771 353522 TTC34
1 61031 62397 HNRNPCL2
1 94500 101604 PRAMEF26
1 97887 122909 PRAMEF9
1 109507 111224 HNRNPCL4
1 166163 169622 PRAMEF18
1 197666 206903 PRAMEF5
1 247007 252375 PRAMEF33
1 63074 63238 RNVU1-2A
1 104185 104944 PPIAL4F
1 162957 164950 LOC105371215
1 44751 91509 INTS3
1 92108 96858 SLC27A3
1 121426 145051 GATAD2B
1 7274 18867 MTX1
1 39475 49650 GBA1
1 164628 182350 ATP6V1G3
1 280445 359708 PTPRC
1 65551 69925 LOC100132287
1 68422 113852 LINC01347
1 268149 512199 SDCCAG8
1 358284 358363 MIR4677
1 805313 806508 AKT3-IT1
1 9639 10601 OR2T4
1 23720 40126 OR2T6
1 51363 62060 OR2T1
1 90399 98356 OR2T7
1 99677 109765 OR2T2
1 127391 128347 OR2T3
1 142629 145153 OR2T5
1 162113 162469 OR2G6
2 55780 130160 LINC01115
2 4168 64734 SNTG2
2 1087 50794 SNTG2
2 96661 223095 TPO
2 9876 89035 TRAPPC12
2 88063 92723 TRAPPC12-AS1
2 106836 119593 ADI1
2 6693 7538 CRIM1
2 7746 8567 CRIM1-DT
2 1 71290 C2orf27A
2 98954 105653 CDRT15P3
2 3214 96131 KIF5C
2 1105 35154 NOSTRIN
2 107408 123061 ABCB11
2 11155 16385 GAL3ST2
2 21291 29511 NEU4
2 81827 85921 RTP5
2 93461 94735 LINC01237
2 106086 114683 FAM240C
2 4619 122792 LINC01237
2 9378 15971 LINC01238
2 39904 44708 LOC285097
2 91754 128208 LINC01880
2 131421 132635 LINC03100
2 132703 160302 LINC01881
3 141534 172127 TAMM41
3 69053 77513 LOC101927829
3 114987 138259 LOC105374312
3 130710 130858 MIR548I1
3 167543 215475 LINC02614
3 47019 68595 LINC02066
3 155100 180671 AADACL2
3 172352 176309 AADACL2-AS1
3 1179 9497 DHX36
3 93681 111784 LINC02054
3 19486 22656 LOC105374297
3 58995 82372 MIR570HG
3 69898 69994 MIR570
3 91475 104048 MUC20
3 117262 189793 MUC4
3 2915 49100 BDH1
3 49222 53621 LINC02012
3 13047 82354 FAM157A
4 4291 183576 KCNIP4
4 60772 99558 LOC105374516
4 1261 3006 MAD2L1-DT
4 1271 30900 ASIC5
4 68319 85029 TDO2
4 88741 118483 CTSO
4 114156 144439 LINC01060
4 97944 201813 FRG1-DT
4 218541 221894 LINC01596
5 6636 14557 CEP72
5 14687 24728 CEP72-DT
5 92689 92731 MIR4456
5 104122 104460 SLC9A3
5 5684 15847 LINC02982
5 81062 81140 MIR4635
5 8167 48346 LPCAT1
5 64333 121215 SLC6A3
5 133936 150427 LINC01511
5 168910 195710 CLPTM1L
5 28732 45615 LOC101929645
5 115886 145358 LINC02109
5 82443 93312 ADAMTS12
5 137708 140240 RXFP3
5 145945 155829 SLC45A2
5 942 13338 KGD4
5 134177 153020 AK6
5 147938 153020 TAF9
5 260375 268513 LOC101928924
5 322105 322208 SNORD13B-1
5 385507 442658 NAIP
5 477955 479551 SMN-AS1
5 492256 510139 SERF1A
5 1018879 1018982 SNORD13B-2
5 1319530 1445241 LINC02197
5 1585825 1610592 MCCC2
5 11034 88269 LOC101927421
5 5362 5735 LOC105377753
5 78599 98961 LOC100128340
5 130718 131533 PROP1
6 125209 129261 LINC01623
6 162114 162904 HCG14
6 168586 189570 TRIM27
6 250334 254191 HCG15
6 309838 310800 OR2W1
6 351831 352936 OR2B3
6 365113 368331 OR2J1
6 373686 380389 OR2J3
6 436533 441433 OR2J2
6 532565 556092 LINC03003
6 567357 578684 OR14J1
6 691169 722731 OR11A1
6 704970 706641 OR10C1
6 752358 753617 MAS1L
6 763137 776225 LINC02829
6 795073 799235 LINC01015
6 816079 823468 OR2I1P
6 821210 825428 UBD
6 847946 848022 SNORD32B
6 850815 856193 OR2H2
6 922801 938073 MOG
6 938100 938841 ZFP57
6 1056864 1058883 HCG4
6 1137277 1139160 HCP5B
6 1184308 1186892 HCG4B
6 1200217 1203632 HLA-A
6 1319363 1322999 POLR1H
6 1368493 1371180 TRIM31
6 1369803 1372814 TRIM31-AS1
6 1616901 1656646 HCG18
6 1655959 1673225 TRIM39
6 1658802 1676354 TRIM39-RPP21
6 1674652 1676353 RPP21
6 1845770 1849087 LINC02569
6 1870885 1883062 GNL1
6 1988954 2002512 DHX16
6 2032572 2042688 MDC1-AS1
6 2049855 2054925 TUBB
6 2057212 2060006 FLOT1
6 2214565 2218962 DDR1
6 2313208 2319398 MUC21
6 2335451 2365243 MUC22
6 2812489 2827362 MICB-DT
6 2861511 2862781 MCCD1
6 2862768 2871733 ATP6V1G2-DDX39B
6 2862775 2871733 DDX39B
6 2868923 2868998 SNORD117
6 2909108 2910915 TNF
6 2913137 2915004 LTB
6 3090764 3097462 MSH5-SAPCD1
6 3090764 3095288 MSH5
6 3095268 3097462 SAPCD1
6 3096747 3098200 SAPCD1-AS1
6 3098202 3109939 VWA7
6 3130007 3139578 LSM2
6 3142241 3147905 HSPA1L
6 3148165 3150564 HSPA1A
6 3160363 3162873 HSPA1B
6 3167531 3172376 SNHG32
6 3167878 3167940 SNORD48
6 3169692 3169755 SNORD52
6 3190275 3195437 NEU1
6 3195808 3211612 SLC44A4
6 3210423 3216819 EHMT2-AS1
6 3406268 3418727 TNXB
6 3480961 3485682 PRRT1
6 3485401 3486964 LOC100507547
6 3486127 3496276 PPT2
6 3486598 3500887 PPT2-EGFL8
6 3497196 3500883 EGFL8
6 3500814 3510710 AGPAT1
6 3502632 3502718 MIR6721
6 3511007 3513395 RNF5
6 3512418 3512478 MIR6833
6 3523365 3528122 GPSM3
6 3527442 3537008 NOTCH4
6 3655064 3704149 TSBP1
6 3668712 3739959 TSBP1-AS1
6 3722741 3725922 HCG23
6 3725570 3739410 BTNL2
6 3824508 3837642 HLA-DRB3
6 4047529 4053337 HLA-DQA2
6 4056052 4056119 MIR3135B
6 4117787 4122026 HLA-DOB
6 4126845 4143633 TAP2
6 4145582 4149544 PSMB8
6 4148951 4151365 PSMB8-AS1
6 4150074 4158569 TAP1
6 4159057 4164713 PSMB9
6 4198998 4208587 LOC100294145
6 4239481 4245873 HLA-DMB
6 4253465 4257947 HLA-DMA
6 313983 869933 PTPRK
6 377199 435627 PTPRK-AS1
6 16390 36368 LOC101929297
6 63992 74027 LINC00242
6 65275 78075 LINC00574
6 1 6707 LINC01624
6 2569 4000 LOC285804
6 57999 58082 MIR4644
7 26516 51711 LOC105375113
7 33065 39448 LOC101929756
7 100243 105238 LINC03015
7 105523 111270 LINC03014
7 134324 135417 LOC105375115
7 151975 155136 FAM20C
7 1310 5010 DTX2
7 9510 14763 UPK3B
7 36175 114817 LINC03009
7 96821 114114 POMZP3
7 144970 158099 ARMC10
7 476 21836 AGK
7 23320 68761 DENND11
7 76938 110830 WEE2-AS1
7 80953 103871 WEE2
7 110921 118190 SSBP1
7 411 68627 MGAM
7 214043 219958 PRSS58
7 458125 458201 MIR11400
7 752069 755669 PRSS1
7 793943 797533 PRSS2
7 894250 908785 TRPV6
7 931168 956813 TRPV5
7 962551 963935 LLCFC1
7 1049267 1050199 OR9A2
7 1075408 1076349 OR6V1
7 2405 204593 CNTNAP2
8 19219 106180 DLGAP2
8 20139 21965 LOC401442
8 17530 21585 LOC105377777
8 40534 279067 DLGAP2
8 15250 21823 LOC286083
8 206894 291612 DLGAP2
8 271041 291929 DLGAP2-AS1
8 607 683 MIR596
8 154555 156721 KBTBD11-AS1
8 154773 159820 KBTBD11-OT1
8 228371 328590 MYOM2
8 259879 259930 MIR7160
8 697789 896517 LINC03021
8 895022 972786 LOC105377785
8 665 11247 DEFB109B
8 39798 68296 ZNF705G
8 97908 99936 DEFB4B
8 111959 113419 DEFB103B
8 130827 146652 SPAG11B
8 153417 158192 DEFB104B
8 165611 169505 DEFB106B
8 170784 172696 DEFB105B
8 179014 192414 DEFB107B
8 239803 242815 FAM90A7
8 247453 250463 LOC128966594
8 255098 258109 FAM90A22
